SITE,SITEVISITID,SPCODE,AdColCount,AdColDen,Ave.od,Ave.rd,Ave.size,JuvColDen,BLE,TotDZ,AcuteDZ,ChronicDZ,BLE_prev,TotDZ_prev,AcuteDZ_prev,ChronicDZ_prev,METHOD,MISSIONID,DATE_,ANALYSIS_YEAR,OBS_YEAR,REGION,REGION_NAME,ISLAND,ISLANDCODE,SEC_NAME,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,MIN_DEPTH_M,MAX_DEPTH_M,AREA_HA,NH,Adpres.abs,Juvpres.abs
TUT-01654,8221,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Mid,-14.285999,-170.724148,11.27704968,12.19140506,220.3,881,0,0
TUT-01663,8220,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,-14.261661,-170.706756,4.571776897,5.790917403,272.9,1001,0,0
TUT-01685,8619,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Deep,-14.299791,-170.567801,20.11581835,21.33495885,79.25,317,0,0
TUT-01699,8630,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Deep,-14.287789,-170.564075,19.5062481,21.03017373,79.25,317,0,0
TUT-01708,8622,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Mid,-14.2941,-170.56208,10.97226455,11.88661993,151.55944,606,0,0
TUT-01715,8154,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Mid,-14.29024838,-170.5505429,9.143553795,12.80097531,151.55944,606,0,0
TUT-01723,8633,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Shallow,-14.288373,-170.562001,5.486132277,6.09570253,22.626828,91,0,0
TUT-01727,8620,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_A,Forereef,Shallow,-14.287994,-170.563112,5.18134715,6.400487656,22.626828,91,0,0
TUT-01744,8151,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Deep,-14.28367219,-170.5369313,20.11581835,20.7253886,202.8,811,0,0
TUT-01750,8602,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Deep,-14.27675,-170.508913,22.85888449,23.16366961,202.8,811,0,0
TUT-01751,8600,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Deep,-14.276838,-170.5446898,20.42060347,21.33495885,202.8,811,0,0
TUT-01763,8598,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Deep,-14.27307973,-170.5079594,21.33495885,23.46845474,202.8,811,0,0
TUT-01774,8601,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Shallow,-14.27933858,-170.5491501,4.876562024,5.486132277,0.2,1,0,0
TUT-01783,8152,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Mid,-14.28062285,-170.5449018,14.32490094,14.62968607,40.8,163,0,0
TUT-01784,8603,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Mid,-14.280805,-170.546136,11.58183481,12.19140506,40.8,163,0,0
TUT-01785,8621,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Mid,-14.277842,-170.544995,16.45839683,17.37275221,40.8,163,0,0
TUT-01795,8599,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Mid,-14.27576596,-170.5465366,16.1536117,17.67753734,40.8,163,0,0
TUT-01801,8604,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_AUNUU_B,Forereef,Shallow,-14.279513,-170.548763,1.857970131,2.043767144,0.2,1,0,0
TUT-01822,8185,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Deep,-14.29051,-170.65157,19.81103322,23.16366961,291.8,1167,0,0
TUT-01828,8295,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/7/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Deep,-14.312528,-170.646729,18.59189272,20.42060347,291.8,1167,0,0
TUT-01837,8181,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,-14.262152,-170.557641,20.42060347,23.16366961,372.8,1174,0,0
TUT-01854,8296,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/7/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.31619,-170.65031,13.71533069,15.54404145,659.5,2638,0,0
TUT-01855,8631,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.28335,-170.562667,11.27704968,14.02011582,425,1094,0,0
TUT-01858,8186,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.28371,-170.62837,13.71533069,15.84882658,659.5,2638,0,0
TUT-01864,8303,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/7/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Deep,-14.318459,-170.658108,20.42060347,23.16366961,291.8,1167,0,0
TUT-01871,8188,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.28818,-170.64116,19.81103322,23.16366961,659.5,2638,0,0
TUT-01872,8632,ICRA,1,0.05,0,0,6,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/29/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.286201,-170.60006,14.02011582,15.54404145,659.5,2638,1,0
TUT-01878,8640,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/30/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.293548,-170.653293,13.10576044,17.06796708,659.5,2638,0,0
TUT-01887,8304,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/7/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.322459,-170.669159,12.49619019,12.80097531,659.5,2638,0,0
TUT-01905,8187,ICRA,19,1.9,5.263157895,1.315789474,33.10526316,0,0.2,0,0,0,10.52631579,0,0,0,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Shallow,-14.27423,-170.61926,5.486132277,7.010057909,472.9,1891,1,0
TUT-01913,8183,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.273072,-170.570822,10.66747943,11.27704968,659.5,2638,0,0
TUT-01923,8182,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,-14.261992,-170.557989,4.266991771,6.400487656,272.9,1001,0,0
TUT-01934,8184,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Shallow,-14.278025,-170.578767,4.571776897,5.790917403,472.9,1891,0,0
TUT-01936,8310,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Shallow,-14.291433,-170.661337,3.657421518,6.09570253,472.9,1891,0,0
TUT-01944,8579,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGALUA,Forereef,Deep,-14.36932024,-170.754188,19.20146297,22.85888449,7.729803,31,0,0
TUT-01952,8233,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGALUA,Forereef,Deep,-14.362481,-170.746496,19.81103322,22.85888449,7.729803,31,0,0
TUT-01962,8580,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGALUA,Forereef,Mid,-14.36487104,-170.7433423,13.41054557,16.76318196,27.717142,111,0,0
TUT-01966,8234,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGALUA,Forereef,Mid,-14.368155,-170.75386,12.80097531,16.45839683,27.717142,111,0,0
TUT-01972,8639,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/30/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGALUA,Forereef,Shallow,-14.360482,-170.748394,4.571776897,6.400487656,6.628024,27,0,0
TUT-01981,8235,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGALUA,Forereef,Shallow,-14.363104,-170.753147,5.18134715,6.400487656,6.628024,27,0,0
TUT-01985,8077,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Deep,-14.36681371,-170.7633326,18.89667784,20.42060347,4.5,18,0,0
TUT-01987,8232,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Deep,-14.36670408,-170.7633485,22.1,22.1,4.5,18,0,0
TUT-01991,8061,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Deep,-14.364113,-170.768151,20.11581835,23.16366961,4.5,18,0,0
TUT-01996,8588,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Deep,-14.362804,-170.765738,20.42060347,22.55409936,4.5,18,0,0
TUT-02005,8063,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Mid,-14.363325,-170.767599,12.49619019,16.76318196,20.2,81,0,0
TUT-02006,8078,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Mid,-14.36939559,-170.7621121,9.753124048,14.02011582,20.2,81,0,0
TUT-02014,8589,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Mid,-14.362508,-170.765835,12.49619019,14.62968607,20.2,81,0,0
TUT-02016,8079,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Mid,-14.36540823,-170.7630002,9.143553795,14.9344712,20.2,81,0,0
TUT-02020,8590,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Shallow,-14.370317,-170.761481,1.857970131,1.950868638,9.4,38,0,0
TUT-02022,8065,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Shallow,-14.363563,-170.762244,4.571776897,5.790917403,9.4,38,0,0
TUT-02024,8591,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Shallow,-14.364642,-170.760585,3.047851265,3.657421518,9.4,38,0,0
TUT-02026,8064,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Shallow,-14.362775,-170.763861,4.571776897,5.790917403,9.4,38,0,0
TUT-02027,8080,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/17/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_FAGATELE,Forereef,Shallow,-14.3657793,-170.7615768,2.743066138,3.657421518,9.4,38,0,0
TUT-02032,8288,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/6/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Deep,-14.35409937,-170.7879448,20.42060347,22.55409936,266.2,1034,0,0
TUT-02036,8307,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Deep,-14.30048,-170.68234,19.20146297,21.33495885,291.8,1167,0,0
TUT-02044,8286,ICRA,8,0.860215054,1.875,0.625,18.25,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/6/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Deep,-14.36335701,-170.781853,21.94452911,24.07802499,266.2,1034,1,0
TUT-02056,8317,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Deep,-14.336865,-170.704707,20.11581835,21.63974398,291.8,1167,0,0
TUT-02065,8236,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Mid,-14.339877,-170.790903,11.88661993,15.84882658,227.5,799,0,0
TUT-02070,8126,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/26/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.34218718,-170.7195479,12.80097531,14.9344712,659.5,2638,0,0
TUT-02079,8308,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.303933,-170.687805,11.27704968,13.41054557,659.5,2638,0,0
TUT-02085,8318,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.333137,-170.698632,13.71533069,14.02011582,659.5,2638,0,0
TUT-02086,8287,ICRA,1,0.1,0,0,31,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/6/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Mid,-14.35459734,-170.787302,12.19140506,14.62968607,227.5,799,1,0
TUT-02094,8309,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.316462,-170.693704,12.19140506,15.23925632,659.5,2638,0,0
TUT-02095,8297,ICRA,2,0.1,7.5,0,31.5,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/7/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Shallow,-14.300762,-170.681107,3.657421518,5.486132277,472.9,1891,1,0
TUT-02106,8290,ICRA,1,0.1,20,0,63,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/6/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Shallow,-14.32947191,-170.831316,2.743066138,6.09570253,208.8,809,1,0
TUT-02109,8581,ICRA,30,1.5,19.08371041,2.647058824,19.36877828,0,0.7,0,0,0,45.70135747,0,0,0,DIVER,HA1501,3/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Shallow,-14.35887102,-170.7832159,5.18134715,6.705272783,208.8,809,1,0
TUT-02110,8320,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Mid,-14.337328,-170.707369,12.49619019,14.62968607,659.5,2638,0,0
TUT-02116,8289,ICRA,34,3.4,9.852941176,0,25.64705882,1.333333333,0.1,0,0,0,2.941176471,0,0,0,DIVER,HA1501,3/6/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SW_OPEN,Forereef,Shallow,-14.33431615,-170.8162656,4.571776897,5.790917403,208.8,809,1,1
TUT-02137,8127,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/26/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_SE_OPEN,Forereef,Shallow,-14.34815518,-170.7267763,4.571776897,5.486132277,472.9,1891,0,0
TUT-02140,9254,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Mid,-14.2464,-170.6672,10.66748,13.41055,NA,NA,0,0
TUT-02141,9247,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Mid,-14.24711,-170.6693,11.27705,14.02012,NA,NA,0,0
TUT-02142,9245,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Mid,-14.24955,-170.6724,7.314843,10.05791,NA,NA,0,0
TUT-02144,9246,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/2/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Mid,-14.24864,-170.671,10.05791,13.41055,NA,NA,0,0
TUT-02148,9250,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Mid,-14.24561,-170.6716,10.97226,14.62969,NA,NA,0,0
TUT-02150,9256,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Shallow,-14.2484,-170.6738,3.962207,6.095703,NA,NA,0,0
TUT-02152,9249,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Mid,-14.24753,-170.6732,7.924413,10.97226,NA,NA,0,0
TUT-02155,9262,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/6/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Mid,-14.24323,-170.6699,10.97226,13.71533,NA,NA,0,0
TUT-02156,9255,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Mid,-14.24612,-170.6721,7.619628,10.97226,NA,NA,0,0
TUT-02161,9251,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Shallow,-14.24625,-170.6723,3.962207,5.790917,NA,NA,0,0
TUT-02166,9252,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Shallow,-14.24872,-170.674,3.962207,6.095703,NA,NA,0,0
TUT-02167,9278,ICRA,45,2.75,0.166666667,0,10.31666667,0.666666667,0,0,0,0,0,0,0,0,DIVER,MP1602,11/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_NO,Forereef,Shallow,-14.24381,-170.6701,4.571777,6.095703,NA,NA,1,1
TUT-02169,9279,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Shallow,-14.24774,-170.6698,4.571777,6.400488,NA,NA,0,0
TUT-02170,9257,ICRA,1,0.05,0,0,13,0,0,0,0,0,0,0,0,0,DIVER,MP1602,11/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Shallow,-14.24839,-170.6701,0.9143554,3.962207,NA,NA,1,0
TUT-02172,9259,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Shallow,-14.2492,-170.6712,3.047851,4.266992,NA,NA,0,0
TUT-02174,9258,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/5/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Shallow,-14.25006,-170.6728,0.9143554,2.438281,NA,NA,0,0
TUT-02177,9280,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/12/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,VATIA_SO,Forereef,Shallow,-14.2498,-170.6733,2.133496,3.962207,NA,NA,0,0
TUT-02178,9227,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,10/26/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,FAGAM,Forereef,Mid,-14.29131,-170.8041,12.80098,13.71533,NA,NA,0,0
TUT-02180,9233,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,10/28/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,FAGAM,Forereef,Mid,-14.29048,-170.8009,12.19141,14.93447,NA,NA,0,0
TUT-02181,9230,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,10/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,FAGAM,Forereef,Mid,-14.28871,-170.7994,11.88662,14.3249,NA,NA,0,0
TUT-02182,9282,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,11/13/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,FAGAM,Forereef,Mid,-14.29123,-170.8034,11.88662,13.41055,NA,NA,0,0
TUT-02183,9226,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,MP1602,10/26/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,FAGAM,Forereef,Mid,-14.29176,-170.8024,10.97226,14.3249,NA,NA,0,0
